	observed_species	shannon	singles
Ga0114914	7.0	2.29248125036	6.0
2210080711	1.0	-0.0	1.0
JGI24499J29688	20.0	4.27761343682	18.0
Ga0004534J46558	9.0	3.16992500144	9.0
Ga0116224	10.0	3.25162916739	8.0
Ga0116215	8.0	2.92192809489	6.0
Ga0116221	13.0	3.70043971814	13.0
Ga0116223	10.0	3.25162916739	8.0
Ga0116222	8.0	2.94770277922	7.0
Ga0068883	4.0	1.92192809489	3.0
Ga0068881	3.0	1.58496250072	3.0
Ga0160496	13.0	3.625	10.0
Ga0129343	5.0	2.32192809489	5.0
BpTDRAFT	1.0	-0.0	1.0
Ga0137445	4.0	2.0	4.0
Ga0180080	2.0	0.811278124459	1.0
Ga0137444	3.0	1.5	2.0
Ga0137446	2.0	1.0	2.0
Ga0137452	4.0	2.0	4.0
Ga0180060	2.0	1.0	2.0
Ga0180078	4.0	2.0	4.0
Ga0137450	3.0	1.52192809489	1.0
Ga0180095	6.0	2.40563906223	5.0
Ga0180065	5.0	2.32192809489	5.0
Ga0180067	5.0	2.32192809489	5.0
Ga0180088	4.0	2.0	4.0
Ga0180086	5.0	2.25162916739	4.0
Ga0180077	4.0	1.92192809489	3.0
Ga0052230	7.0	2.80735492206	7.0
JGI26788J51865	2.0	0.811278124459	1.0
Ga0116143	22.0	4.38684218813	21.0
Ga0066468	4.0	2.0	4.0
Ga0066476	5.0	2.32192809489	5.0
Ga0116172	9.0	3.095795255	7.0
Ga0102799	2.0	1.0	2.0
Ga0102779	3.0	1.58496250072	3.0
JGI24143J45723	10.0	3.09306920777	8.0
Ga0068926	1.0	-0.0	1.0
Ga0068963	2.0	1.0	2.0
Ga0073916	14.0	3.75	12.0
Ga0116142	31.0	4.87914337403	28.0
Ga0099763	3.0	1.58496250072	3.0
JGI25926J51410	8.0	2.94770277922	7.0
2209668329	1.0	-0.0	1.0
Ga0180300	10.0	3.27761343682	9.0
2001333315	1.0	-0.0	1.0
JGI24147J20444	10.0	3.25162916739	8.0
JGI24147J26652	10.0	3.25162916739	8.0
JGI24146J20443	7.0	2.55034070955	5.0
JGI24146J26653	8.0	2.55665670746	6.0
JGIcombinedJ43158	11.0	3.26393342949	7.0
2209701309	1.0	-0.0	1.0
Cyano	16.0	4.0	16.0
Ga0074198	7.0	2.80735492206	7.0
JGI24729J20445	8.0	2.94770277922	7.0
Ga0136561	6.0	2.52164063634	5.0
Ga0116210	2.0	1.0	2.0
Ga0126354	11.0	3.23210180485	5.0
Ga0105106	14.0	3.61687460596	13.0
Ga0079268	8.0	2.94770277922	7.0
2001497012	1.0	-0.0	1.0
Ga0073692	9.0	3.16992500144	9.0
Ga0080008	4.0	1.92192809489	3.0
GBSSS	6.0	2.52164063634	5.0
Ga0068531	6.0	2.52164063634	5.0
Ga0160425	1.0	-0.0	1.0
Ga0163159	1.0	-0.0	0.0
DHTCA2	5.0	2.25162916739	4.0
Ga0172374	13.0	3.6644977792	12.0
Ga0058897	6.0	2.58496250072	6.0
Ga0075294	16.0	4.0	16.0
JGI25907J50239	9.0	2.59679163198	8.0
GOS2236	10.0	3.18200581476	7.0
Ga0136597	8.0	2.94770277922	7.0
Ga0136596	5.0	2.25162916739	4.0
M750CN	5.0	2.32192809489	5.0
WSSedA2C3DRAFT	21.0	4.34964891258	19.0
JGI20127J14776	2.0	0.721928094887	1.0
Ga0063230	14.0	3.75	12.0
Ga0136560	9.0	2.93120894891	7.0
JGI26346J50198	2.0	0.918295834054	1.0
JGI12683J13190	9.0	3.16992500144	9.0
LBLPo	3.0	1.58496250072	3.0
JGI24522J20083	7.0	2.80735492206	7.0
JGI12631J13338	10.0	3.18083298721	8.0
PaFGMunAill	2.0	0.918295834054	0.0
2228838952	1.0	-0.0	1.0
2230104004	1.0	-0.0	1.0
2228850723	1.0	-0.0	1.0
Ga0153918	12.0	3.45281953111	9.0
PaMGMunAill	4.0	0.973872477181	1.0
2229694059	1.0	-0.0	1.0
2230621582	1.0	-0.0	1.0
Ga0058692	12.0	2.58584403673	8.0
Ga0116171	4.0	2.0	4.0
G310J44881	14.0	3.57661764491	12.0
Ga0180047	2.0	1.0	2.0
Ga0070407	9.0	3.12192809489	8.0
Ga0066620	7.0	2.64643934467	5.0
Ga0099926	5.0	2.25162916739	4.0
Ga0100460	7.0	2.80735492206	7.0
Ga0126317	11.0	3.41829583405	10.0
Ga0160436	11.0	3.39274741045	9.0
SRS016746	8.0	2.92192809489	6.0
Ga0073911	11.0	3.45943161864	11.0
JGI20181J14860	4.0	1.92192809489	3.0
Ga0116195	3.0	1.37095059445	2.0
Ga0116194	3.0	1.5	2.0
JGI20183J14883	2.0	1.0	2.0
Ga0116196	7.0	2.80735492206	7.0
JGI12145J15760	7.0	2.6635327548	4.0
JGI24703J35330	2.0	1.0	2.0
Ga0075492	15.0	3.8521687236	13.0
SRS015044	5.0	2.12808527889	4.0
C4125252	1.0	-0.0	1.0
C2216772	1.0	-0.0	1.0
C2786467	1.0	-0.0	1.0
C5904044	1.0	-0.0	1.0
C3452985	1.0	-0.0	1.0
C1721996	1.0	-0.0	1.0
C3503432	1.0	-0.0	1.0
C3736564	1.0	-0.0	1.0
C4255578	1.0	-0.0	1.0
SRS020226	5.0	2.32192809489	5.0
SRS016575	5.0	2.25162916739	4.0
C4280357	1.0	-0.0	1.0
SRS015278	6.0	2.29989639117	4.0
SRS042984	7.0	2.64643934467	5.0
C5187069	1.0	-0.0	1.0
C2282265	1.0	-0.0	1.0
SRS055450	7.0	2.75	6.0
C2604245	1.0	-0.0	1.0
C3459667	1.0	-0.0	1.0
C4076932	1.0	-0.0	1.0
C5393664	1.0	-0.0	1.0
C3999079	1.0	-0.0	1.0
C2959418	1.0	-0.0	1.0
C3226248	1.0	-0.0	1.0
C3276177	1.0	-0.0	1.0
C4167357	1.0	-0.0	1.0
C1506291	1.0	-0.0	1.0
SRS058808	6.0	2.52164063634	5.0
C2177363	1.0	-0.0	1.0
C3965473	1.0	-0.0	1.0
Ga0066479	10.0	3.27761343682	9.0
Ga0099942	2.0	1.0	2.0
Ga0099745	9.0	3.16992500144	9.0
Ga0099890	7.0	2.80735492206	7.0
Ga0100459	6.0	2.52164063634	5.0
Ga0100479	11.0	3.41829583405	10.0
Ga0100469	3.0	1.58496250072	3.0
JGI24021J15306	2.0	0.918295834054	1.0
JGI24022J15233	2.0	1.0	2.0
JGI24159J19872	2.0	1.0	2.0
Ga0160462	6.0	2.5	4.0
Ga0160474	11.0	3.32486295762	9.0
Ga0160451	10.0	2.97809488817	9.0
Ga0160463	12.0	3.17512313511	11.0
Ga0160475	12.0	3.24643934467	8.0
Ga0160450	7.0	2.01574043249	5.0
Ga0160473	11.0	2.83603881526	7.0
Ga0099824	5.0	2.25162916739	4.0
Ga0160177	2.0	1.0	2.0
Ga0099764	2.0	1.0	2.0
Ga0160183	4.0	2.0	4.0
Ga0160182	4.0	1.92192809489	3.0
Ga0129298	4.0	2.0	4.0
JGI12446J12855	7.0	2.80735492206	7.0
Ga0074271	2.0	1.0	2.0
Ga0180073	2.0	1.0	2.0
Ga0081535	1.0	-0.0	1.0
Ga0066469	9.0	3.02698683336	6.0
JGI24517J20059	9.0	3.12192809489	8.0
Ga0075110	23.0	4.45859120587	19.0
Ga0099940	2.0	1.0	2.0
Ga0100495	1.0	-0.0	1.0
Ga0099905	2.0	1.0	2.0
Ga0099898	5.0	2.32192809489	5.0
Ga0100472	3.0	1.58496250072	3.0
Ga0100455	2.0	1.0	2.0
Ga0099747	1.0	-0.0	1.0
Ga0099937	2.0	1.0	2.0
Ga0099906	4.0	2.0	4.0
Ga0099746	2.0	1.0	2.0
Ga0099934	2.0	1.0	2.0
Ga0099744	3.0	1.58496250072	3.0
Ga0099902	1.0	-0.0	1.0
Ga0099889	4.0	2.0	4.0
Ga0100462	3.0	1.58496250072	3.0
Ga0099938	8.0	2.94770277922	7.0
Ga0099884	3.0	1.58496250072	3.0
Ga0099929	4.0	1.92192809489	3.0
Ga0100485	8.0	3.0	8.0
Ga0100457	8.0	2.94770277922	7.0
Ga0099752	1.0	-0.0	1.0
Ga0134115	4.0	2.0	4.0
Ga0070409	1.0	-0.0	1.0
Ga0070424	3.0	1.58496250072	3.0
Ga0070411	2.0	1.0	2.0
Ga0070406	2.0	1.0	2.0
Ga0070419	2.0	1.0	2.0
Ga0070417	9.0	3.16992500144	9.0
Ga0099871	1.0	-0.0	1.0
Ga0099881	5.0	2.32192809489	5.0
Ga0099878	5.0	2.32192809489	5.0
Ga0099876	8.0	3.0	8.0
Ga0099778	2.0	1.0	2.0
JGI25909J50240	8.0	2.77736279506	5.0
JGI25919J51413	3.0	1.5	2.0
Ga0007741	1.0	-0.0	1.0
Ga0066191	1.0	-0.0	1.0
Ga0073918	12.0	3.54659356429	11.0
Ga0007753	8.0	2.73215889136	7.0
Ga0007754	4.0	2.0	4.0
Ga0126320	6.0	2.40563906223	5.0
Ga0157356	7.0	2.75	6.0
Ga0052259	3.0	1.58496250072	3.0
GOS2266	10.0	3.32192809489	10.0
M590M2	9.0	3.12192809489	8.0
YNPsite16	2.0	1.0	2.0
Ga0066478	4.0	1.79248125036	3.0
Ga0116183	15.0	3.36852252773	14.0
2209963189	1.0	-0.0	1.0
Ga0102796	1.0	-0.0	1.0
Ga0138391	1.0	-0.0	1.0
JGI24505J29691	10.0	3.20281953111	5.0
Ga0058905	3.0	1.58496250072	3.0
Ga0181536	4.0	2.0	4.0
JGI24700J35501	1.0	-0.0	1.0
Ga0160472	6.0	2.52164063634	5.0
Ga0115017	1.0	-0.0	1.0
Ga0160492	8.0	2.65354429703	6.0
LPaug08P20500mDRAFT	7.0	2.725480557	5.0
Ga0049069	4.0	2.0	4.0
JGI24914J38485	1.0	-0.0	1.0
JGI20131J14367	1.0	-0.0	1.0
LV	6.0	2.5	4.0
Ga0137301	1.0	-0.0	0.0
JGI12032J12867	13.0	3.57246945877	10.0
Ga0116113	8.0	2.84643934467	7.0
Ga0079242	2.0	1.0	2.0
Ga0105369	2.0	1.0	2.0
JGI12445J12830	10.0	3.32192809489	10.0
JGI24519J20070	13.0	3.6644977792	12.0
JGI12485J12827	5.0	2.25162916739	4.0
Ga0163219	4.0	2.0	4.0
JGI24891J29808	9.0	3.02716911844	8.0
Ga0102688	5.0	2.32192809489	5.0
Ga0102690	1.0	-0.0	1.0
Ga0105081	3.0	1.58496250072	3.0
JGI20206J14855	12.0	3.375	10.0
NICFPass4ILDRAFT	4.0	1.92192809489	3.0
JGI25328J35697	2.0	1.0	2.0
Ga0006573J49613	4.0	1.92192809489	3.0
Ga0006572J49612	8.0	2.94770277922	7.0
JGI24122J20155	6.0	2.58496250072	6.0
JGI26141J51220	4.0	2.0	4.0
Ga0006571J49611	6.0	2.52164063634	5.0
SRS021477	6.0	2.5	4.0
C2395826	1.0	-0.0	1.0
SRS058053	4.0	2.0	4.0
C3778472	1.0	-0.0	1.0
SRS015574	4.0	2.0	4.0
C1822460	1.0	-0.0	1.0
SRS013949	3.0	1.58496250072	3.0
SRS024649	4.0	1.84237099318	2.0
C1892751	1.0	-0.0	1.0
C4808997	1.0	-0.0	1.0
C4717009	1.0	-0.0	1.0
C4100078	1.0	-0.0	1.0
C2499817	1.0	-0.0	1.0
C2163727	1.0	-0.0	1.0
C1208711	1.0	-0.0	1.0
SRS018394	4.0	1.92192809489	3.0
C1688421	1.0	-0.0	1.0
Ga0075125	14.0	3.6818808028	10.0
Ga0075113	10.0	3.27761343682	9.0
Ga0099822	5.0	2.0	4.0
Ga0075112	15.0	3.65310716836	10.0
2228062981	1.0	-0.0	1.0
JGI12289J12836	2.0	0.918295834054	1.0
Ga0070768	11.0	3.45943161864	11.0
Ga0058694	13.0	3.12011100263	9.0
2001433713	1.0	-0.0	1.0
Ga0105158	2.0	1.0	2.0
Ga0075523	4.0	2.0	4.0
Ga0099787	4.0	2.0	4.0
JGI20166J26741	7.0	2.72192809489	4.0
Ga0116182	11.0	3.45943161864	11.0
Ga0105080	2.0	1.0	2.0
2209153309	1.0	-0.0	1.0
2228160103	1.0	-0.0	1.0
Ga0031673	6.0	2.58496250072	6.0
GOS2231	4.0	1.92192809489	3.0
Ga0066477	9.0	3.02205520887	7.0
2228226258	1.0	-0.0	1.0
C687J26627	1.0	-0.0	1.0
JGI12140J13697	5.0	2.25	2.0
2227767144	1.0	-0.0	1.0
Ga0157610	2.0	1.0	2.0
EsTDRAFT	4.0	2.0	4.0
Ga0129337	4.0	2.0	4.0
Ga0099784	3.0	1.58496250072	3.0
Ga0099776	2.0	0.918295834054	1.0
Ga0099780	4.0	2.0	4.0
Ga0099785	1.0	-0.0	1.0
Ga0116190	11.0	3.41829583405	10.0
Ga0116192	14.0	3.59446563696	10.0
Ga0160447	5.0	2.12808527889	4.0
Ga0099789	3.0	1.58496250072	3.0
Ga0160465	7.0	2.725480557	5.0
C3000789	1.0	-0.0	1.0
C3205053	1.0	-0.0	1.0
C4144310	1.0	-0.0	1.0
C5739673	1.0	-0.0	1.0
Ga0123519	3.0	1.58496250072	3.0
Ga0180066	2.0	1.0	2.0
JGI12209J13104	2.0	0.721928094887	1.0
JGI12112J13074	5.0	2.12808527889	4.0
Ga0136553	10.0	3.27761343682	9.0
Ga0105071	4.0	2.0	4.0
JGI12678J13193	3.0	1.58496250072	3.0
Ga0066629	5.0	2.32192809489	5.0
Ga0116131	2.0	1.0	2.0
Ga0101390	4.0	2.0	4.0
Ga0137185	1.0	-0.0	1.0
2210072841	1.0	-0.0	1.0
Ga0116204	6.0	2.58496250072	6.0
2001483067	1.0	-0.0	1.0
JGI26257J51711	10.0	3.03111617246	6.0
Ga0160464	4.0	1.92192809489	3.0
Ga0160442	4.0	1.92192809489	3.0
Ga0160440	5.0	2.12808527889	4.0
Ga0160432	4.0	1.91829583405	2.0
Ga0160430	5.0	2.05881389033	3.0
Ga0160454	3.0	1.58496250072	3.0
Ga0160466	4.0	1.92192809489	3.0
Ga0160470	6.0	2.52164063634	5.0
Ga0160446	6.0	2.40563906223	5.0
Ga0160460	6.0	2.41938194565	4.0
Ga0075034	12.0	3.10775164724	5.0
SwBS	8.0	2.9232314288	2.0
Ga0127502	8.0	2.94770277922	7.0
Ga0153917	6.0	2.22219157551	4.0
DPOB	8.0	2.94770277922	7.0
Ga0100468	2.0	1.0	2.0
Ga0100466	1.0	-0.0	1.0
Ga0099919	5.0	2.32192809489	5.0
Ga0134113	2.0	1.0	2.0
Ga0099892	1.0	-0.0	1.0
C687J13250	2.0	1.0	2.0
2229339703	1.0	-0.0	1.0
Ga0098051	3.0	1.58496250072	3.0
JGI20189J14885	14.0	3.64214988164	11.0
Ga0066192	4.0	2.0	4.0
JGI24520J20079	2.0	1.0	2.0
Ga0180055	1.0	-0.0	1.0
Ga0058883	1.0	-0.0	1.0
Ga0031684	3.0	1.58496250072	3.0
LPaug09P1610mDRAFT	9.0	3.12192809489	8.0
Ga0181530	9.0	3.16992500144	9.0
JGI24511J20085	4.0	1.84237099318	2.0
Ga0181529	3.0	1.58496250072	3.0
Ga0153978	1.0	-0.0	1.0
JGI12071J15745	6.0	2.58496250072	6.0
Ga0136588	4.0	2.0	4.0
JGI24028J26656	4.0	1.79248125036	3.0
JGI24218J26658	4.0	1.79248125036	3.0
Ga0075459	6.0	2.5	4.0
Ga0116220	9.0	3.02716911844	8.0
Ga0157563	1.0	-0.0	1.0
Ga0136709	4.0	1.92192809489	3.0
Ga0157572	1.0	-0.0	1.0
Ga0136713	7.0	2.80735492206	7.0
JGI24890J29729	9.0	3.095795255	7.0
Ga0136564	2.0	1.0	2.0
2231191965	1.0	-0.0	1.0
2231186515	1.0	-0.0	1.0
Ga0137439	12.0	3.54659356429	11.0
Ga0181535	9.0	3.05656476213	4.0
Ga0116225	9.0	3.095795255	7.0
Ga0126358	6.0	2.04945207279	5.0
Ga0181533	1.0	-0.0	1.0
Ga0181527	1.0	-0.0	1.0
Ga0116133	10.0	3.32192809489	10.0
JGI12448J12851	4.0	2.0	4.0
JGI12575J12848	4.0	2.0	4.0
Ga0068925	3.0	1.58496250072	3.0
Ga0138532	1.0	-0.0	1.0
Ga0181539	1.0	-0.0	1.0
Ga0181524	3.0	1.58496250072	3.0
Ga0126360	5.0	2.25162916739	4.0
Ga0116117	8.0	2.94770277922	7.0
JGI20180J14839	3.0	1.58496250072	3.0
Ga0049071	6.0	2.58496250072	6.0
2001437396	1.0	-0.0	1.0
Ga0116218	10.0	3.18200581476	7.0
Ga0116130	2.0	1.0	2.0
Ga0102949	16.0	3.71907957062	12.0
JGI25828J46368	3.0	1.58496250072	3.0
JGI26145J50221	3.0	1.58496250072	3.0
JGI25830J50189	4.0	2.0	4.0
Ga0105066	9.0	3.12192809489	8.0
Ga0126335	1.0	-0.0	1.0
Ga0056121	1.0	-0.0	1.0
Ga0114898	7.0	2.725480557	5.0
2001399004	1.0	-0.0	1.0
Ga0154003	2.0	1.0	2.0
SRS064423	1.0	-0.0	1.0
SRS065278	1.0	-0.0	1.0
C2182583	1.0	-0.0	1.0
SRS016002	2.0	1.0	2.0
C2562940	1.0	-0.0	1.0
C2563068	1.0	-0.0	1.0
C3334860	1.0	-0.0	1.0
SRS057791	1.0	-0.0	1.0
SRS047219	1.0	-0.0	1.0
SRS062544	2.0	1.0	2.0
SRS042131	1.0	-0.0	1.0
C1947526	1.0	-0.0	1.0
SRS019022	1.0	-0.0	1.0
SRS019045	1.0	-0.0	1.0
C2395853	1.0	-0.0	1.0
SRS018969	1.0	-0.0	1.0
C1264693	1.0	-0.0	1.0
C2554198	1.0	-0.0	1.0
SRS048791	1.0	-0.0	0.0
C4120701	1.0	-0.0	1.0
C2607641	1.0	-0.0	1.0
C2634472	1.0	-0.0	1.0
C2658266	1.0	-0.0	1.0
C2701972	1.0	-0.0	1.0
C2858676	1.0	-0.0	1.0
SRS045127	1.0	-0.0	1.0
SRS015941	1.0	-0.0	1.0
C2658881	1.0	-0.0	1.0
C2551605	1.0	-0.0	1.0
C5597676	1.0	-0.0	1.0
C5210158	1.0	-0.0	1.0
C1757737	1.0	-0.0	1.0
C2536385	1.0	-0.0	1.0
C4844200	1.0	-0.0	1.0
C2992686	1.0	-0.0	1.0
C3105828	1.0	-0.0	1.0
C3863426	1.0	-0.0	1.0
C3863428	1.0	-0.0	1.0
C4251582	1.0	-0.0	1.0
SRS015057	1.0	-0.0	1.0
C2537526	1.0	-0.0	1.0
C3991386	1.0	-0.0	1.0
SRS053603	2.0	1.0	2.0
C1681727	1.0	-0.0	1.0
SRS019219	1.0	-0.0	1.0
C2654285	1.0	-0.0	1.0
C3466432	1.0	-0.0	1.0
C5919693	1.0	-0.0	1.0
C3870136	1.0	-0.0	1.0
C3755525	1.0	-0.0	1.0
SRS015209	1.0	-0.0	1.0
C2757813	1.0	-0.0	1.0
C6996360	1.0	-0.0	1.0
SRS023617	2.0	1.0	2.0
C3517103	1.0	-0.0	1.0
C2795556	1.0	-0.0	1.0
C2746915	1.0	-0.0	1.0
SRS057205	2.0	1.0	2.0
C3539436	1.0	-0.0	1.0
C3091855	1.0	-0.0	1.0
C4824384	1.0	-0.0	1.0
C2841504	1.0	-0.0	1.0
C2451704	1.0	-0.0	1.0
C4675440	1.0	-0.0	1.0
C3788549	1.0	-0.0	1.0
SRS018739	1.0	-0.0	1.0
C3753905	1.0	-0.0	1.0
C2800941	1.0	-0.0	1.0
SRS057539	3.0	1.58496250072	3.0
SRS049147	2.0	1.0	2.0
C2534699	1.0	-0.0	1.0
C2477600	1.0	-0.0	1.0
SRS024277	2.0	1.0	2.0
Ga0099773	1.0	-0.0	1.0
Ga0160448	8.0	2.91397707318	5.0
Ga0116174	10.0	3.03856233608	6.0
Ga0099921	2.0	1.0	2.0
Ga0070413	6.0	2.40563906223	5.0
Ga0058899	8.0	3.0	8.0
Ga0127504	2.0	1.0	2.0
Ga0127508	1.0	-0.0	1.0
Ga0099741	1.0	-0.0	1.0
BSg3DRAFT	3.0	1.58496250072	3.0
Ga0138293	3.0	1.58496250072	3.0
Ga0077107	2.0	1.0	2.0
JGI12576J13900	8.0	3.0	8.0
Ga0180062	4.0	2.0	4.0
Ga0065180	9.0	3.095795255	7.0
Ga0075016	2.0	1.0	2.0
C3325486	1.0	-0.0	1.0
C3513961	1.0	-0.0	1.0
JGI24109J20143	4.0	1.91829583405	2.0
2209678460	1.0	-0.0	1.0
Ga0074232	1.0	-0.0	1.0
2229200020	1.0	-0.0	1.0
Ga0181518	5.0	2.25162916739	4.0
C4329862	1.0	-0.0	1.0
C4192311	1.0	-0.0	1.0
C4053026	1.0	-0.0	1.0
C3692683	1.0	-0.0	1.0
C5878564	1.0	-0.0	1.0
C5165229	1.0	-0.0	1.0
C5874220	1.0	-0.0	1.0
2001362178	1.0	-0.0	1.0
Ga0058690	4.0	2.0	4.0
Ga0058695	3.0	1.5	2.0
JGI24528J20060	1.0	-0.0	1.0
Ga0074605	6.0	1.88532467103	3.0
Ga0079973	7.0	1.97529997278	3.0
Ga0136565	3.0	1.58496250072	3.0
Ga0153961	2.0	0.918295834054	1.0
Ga0075106	9.0	3.16992500144	9.0
JGI24516J20058	3.0	1.58496250072	3.0
Ga0116102	2.0	1.0	2.0
Ga0116118	3.0	1.58496250072	3.0
Ga0116128	2.0	1.0	2.0
JGI20245J16306	4.0	1.75271527898	2.0
JGI26337J50220	1.0	-0.0	1.0
JGI12694J13545	5.0	2.32192809489	5.0
JGI12649J13570	2.0	0.918295834054	1.0
JGI12648J13191	7.0	2.75	6.0
Ga0075025	2.0	1.0	2.0
JGI12675J13321	2.0	1.0	2.0
Ga0116114	2.0	1.0	2.0
JGI20275J16321	1.0	-0.0	1.0
JGI12704J13340	6.0	2.58496250072	6.0
Ga0116168	7.0	2.725480557	5.0
Ga0123331	3.0	1.58496250072	3.0
JGI12633J13313	5.0	2.32192809489	5.0
Ga0102787	1.0	-0.0	1.0
Ga0138382	1.0	-0.0	0.0
Ga0105236	1.0	-0.0	1.0
Ga0005273J48911	5.0	2.25162916739	4.0
JGI26244J51143	15.0	3.76226739065	9.0
Ga0031693	1.0	-0.0	1.0
2209714998	1.0	-0.0	1.0
Ga0102771	4.0	2.0	4.0
Ga0075105	5.0	2.12808527889	4.0
Ga0136599	4.0	1.23664074194	2.0
Ga0136590	3.0	1.5	2.0
ES34	1.0	-0.0	1.0
2209876334	1.0	-0.0	1.0
Ga0099907	1.0	-0.0	1.0
Ga0099943	2.0	1.0	2.0
Ga0100492	1.0	-0.0	1.0
Ga0099913	2.0	1.0	2.0
Ga0099912	1.0	-0.0	1.0
Ga0102778	2.0	1.0	2.0
Ga0066486	4.0	1.75	2.0
2209529670	1.0	-0.0	1.0
Ga0068949	1.0	-0.0	1.0
C5007737	1.0	-0.0	1.0
C2117194	1.0	-0.0	1.0
Ga0066416	4.0	2.0	4.0
2001316642	1.0	-0.0	1.0
Ga0105082	8.0	2.85538854221	5.0
YNP6	5.0	2.32192809489	5.0
JGI12627J13344	1.0	-0.0	0.0
Ga0065713	4.0	2.0	4.0
Ga0180038	1.0	-0.0	1.0
Ga0157526	1.0	-0.0	1.0
Ga0068987	1.0	-0.0	1.0
Ga0068985	1.0	-0.0	1.0
Ga0068991	1.0	-0.0	1.0
Ga0068989	1.0	-0.0	1.0
Ga0068969	1.0	-0.0	1.0
2210162823	1.0	-0.0	1.0
2209425236	1.0	-0.0	1.0
2001418311	1.0	-0.0	1.0
JGI12180J13270	16.0	3.93213803976	13.0
JGI1221J15618	3.0	1.58496250072	3.0
2001371165	1.0	-0.0	1.0
Ga0066474	2.0	1.0	2.0
Ga0066481	4.0	2.0	4.0
Ga0066482	4.0	1.92192809489	3.0
Ga0160187	2.0	0.918295834054	1.0
Ga0160181	1.0	-0.0	1.0
Ga0066415	9.0	3.03063906223	4.0
JGI1684J13235	7.0	2.75	6.0
JGI24521J20086	1.0	-0.0	1.0
Ga0098048	5.0	2.32192809489	5.0
Ga0073912	10.0	3.32192809489	10.0
C5102336	1.0	-0.0	1.0
C4977292	1.0	-0.0	1.0
C5283223	1.0	-0.0	1.0
C3665615	1.0	-0.0	1.0
SRS051930	5.0	2.12808527889	4.0
C5102338	1.0	-0.0	1.0
JGI12064J13199	2.0	1.0	2.0
JGI26347J50199	5.0	2.32192809489	5.0
JGI26342J46808	6.0	2.58496250072	6.0
JGI12679J13547	4.0	2.0	4.0
JGI12650J13346	5.0	2.32192809489	5.0
JGI12144J12865	3.0	1.58496250072	3.0
C3561396	1.0	-0.0	1.0
C3238438	1.0	-0.0	1.0
C3561935	1.0	-0.0	1.0
C3659531	1.0	-0.0	1.0
Ga0079069	15.0	3.8521687236	13.0
2210102749	1.0	-0.0	1.0
C2114731	1.0	-0.0	1.0
SRS063288	6.0	2.52164063634	5.0
C1123907	1.0	-0.0	1.0
JGI12714J13572	3.0	1.58496250072	3.0
GOS2245	9.0	3.095795255	7.0
2209677598	1.0	-0.0	1.0
Ga0066422	6.0	2.40563906223	5.0
Ga0160434	5.0	2.05458516934	2.0
JGI20174J14864	4.0	1.92192809489	3.0
Ga0160435	6.0	2.41938194565	4.0
Ga0105073	8.0	2.94770277922	7.0
M940CN	4.0	1.92192809489	3.0
Ga0180063	9.0	3.12192809489	8.0
2209487697	1.0	-0.0	1.0
Ga0031668	2.0	1.0	2.0
Ga0062379	1.0	-0.0	1.0
Ga0136584	1.0	-0.0	1.0
2001255103	1.0	-0.0	1.0
2001290585	1.0	-0.0	1.0
Ga0074429	3.0	1.58496250072	3.0
2231142126	1.0	-0.0	1.0
2231120007	1.0	-0.0	1.0
2227965068	1.0	-0.0	1.0
C3645005	1.0	-0.0	1.0
C6538869	1.0	-0.0	1.0
C4793869	1.0	-0.0	1.0
Incfw	3.0	1.58496250072	3.0
delWinDDRAFT	2.0	1.0	2.0
Ga0129297	4.0	2.0	4.0
JGI20175J14863	5.0	2.32192809489	5.0
2001443575	1.0	-0.0	1.0
2001228882	1.0	-0.0	1.0
2001234480	1.0	-0.0	1.0
Ga0075027	1.0	-0.0	1.0
Ga0105062	10.0	2.93395457805	8.0
Ga0105086	2.0	1.0	2.0
Ga0153959	1.0	-0.0	1.0
Ga0157560	1.0	-0.0	1.0
JGI24513J20088	3.0	1.58496250072	3.0
2227567719	1.0	-0.0	1.0
2230536208	1.0	-0.0	1.0
2228784647	1.0	-0.0	1.0
2228868092	1.0	-0.0	1.0
2229901023	1.0	-0.0	1.0
2230424736	1.0	-0.0	1.0
2229769909	1.0	-0.0	1.0
2230347343	1.0	-0.0	1.0
2229630696	1.0	-0.0	1.0
2228901444	1.0	-0.0	1.0
2230592561	1.0	-0.0	1.0
2229710871	1.0	-0.0	1.0
2229907109	1.0	-0.0	1.0
2230228784	1.0	-0.0	1.0
2230162993	1.0	-0.0	1.0
2229608344	1.0	-0.0	1.0
2229974963	1.0	-0.0	1.0
2228790789	1.0	-0.0	1.0
JGI2924J29684	5.0	2.0	4.0
2228756912	1.0	-0.0	1.0
2229320882	1.0	-0.0	1.0
2228801298	1.0	-0.0	1.0
2228771455	1.0	-0.0	1.0
2230565023	1.0	-0.0	1.0
2229403230	1.0	-0.0	1.0
JGI11758J13082	3.0	1.58496250072	3.0
JGI12660J13575	4.0	2.0	4.0
Ga0157562	1.0	-0.0	1.0
2001489556	1.0	-0.0	1.0
C687J50190	2.0	1.0	2.0
C687J26659	2.0	1.0	0.0
2209168407	1.0	-0.0	1.0
JGI24112J20307	4.0	1.92192809489	3.0
M590M1	3.0	1.5	2.0
JGI20177J14857	8.0	3.0	8.0
Ga0066424	6.0	2.52164063634	5.0
C4321247	1.0	-0.0	1.0
C6830184	1.0	-0.0	1.0
C2593186	1.0	-0.0	1.0
C4397060	1.0	-0.0	1.0
Ga0138371	2.0	1.0	2.0
